"Facility Type","Facility Number","Facility Name","Licensee","Facility Email","Facility Administrator","Facility Telephone Number","Facility Address","Facility City","Facility State","Facility Zip","County Name","Regional Office","Facility Capacity","Facility Status","License First Date","Closed Date","Last Visit Date","Inspection Visits","Complaint Visits","Other Visits","Total Visits","Citation Numbers","POC Dates","All Visit Dates","Inspection Visit Dates","Inspect TypeA","Inspect TypeB","Other Visit Dates","Other TypeA","Other TypeB","Complaint Info- Date, #Sub Aleg, # Inc Aleg, # Uns Aleg, # TypeA, # TypeB ..."
"HOME CARE","434700050","MAXIM HEALTHCARE SERVICES, INC.","MAXIM HEALTHCARE SERVICES, INC.","DAWORLEY@MAXHEALTH.COM","DAVID KOWALCZYK","(408) 914-9124","631 RIVER OAKS PARKWAY","SAN JOSE","CA","95134","SANTA CLARA","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700025","MAXIM HEALTHCARE SERVICES, INC.","MAXIM HEALTHCARE SERVICES, INC.","DAWORLEY@MAXHEALTH.COM","DAVID KOWALCZYK","(805) 981-2539","500 ESPLANADE DR., SUITE 660","OXNARD","CA","93036","VENTURA","47","","LICENSED","6/30/2016","","8/8/2023","1","0","0","1","1796.23 (a), 1796.45","09/08/2023, 09/08/2023","08/08/2023","08/08/2023","0","0","","2","0","No Complaints"
"HOME CARE","344700023","MAXIM HEALTHCARE SERVICES, INC.","MAXIM HEALTHCARE SERVICES, INC.","DAWORLEY@MAXHEALTH.COM","DAVID KOWALCZYK","(916) 488-8819","1651 RESPONSE RD., STE 200","SACRAMENTO","CA","95815","SACRAMENTO","47","","LICENSED","6/30/2016","","6/13/2023","1","0","0","1","","","06/13/2023","06/13/2023","0","0","","0","0","No Complaints"
"HOME CARE","304700106","MAXIM HEALTHCARE SERVICES, INC.","MAXIM HEALTHCARE SERVICES, INC.","DAWORLEY@MAXHEALTH.COM","DAVID KOWALCZYK","(714) 368-0640","500 S. MAIN STREET, SUITE 600","ORANGE","CA","92868","ORANGE","47","","LICENSED","6/30/2016","","12/1/2022","1","0","0","1","","","12/01/2022","12/01/2022","0","0","","0","0","No Complaints"
"HOME CARE","194700987","MAXIM HEALTHCARE SERVICES, INC.","MAXIM HEALTHCARE SERVICES, INC.","PASADENARESPITE@MAXHEALTH.COM","DAVID KOWALCZYK","(626) 759-9154","1000 S FREMONT AVE 10A10300","ALHAMBRA","CA","91803","LOS ANGELES","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700988","MAXIM HEALTHCARE SERVICES, INC.","MAXIM HEALTHCARE SERVICES, INC.","GARDENARESPITE@MAXHEALTH.COM","DAVID KOWALCZYK","(310) 327-3735","1515 W 190TH ST. #300","GARDENA","CA","90248","LOS ANGELES","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","494700019","MCCOY'S HELPING HANDS, INC.","MCCOY'S HELPING HANDS, INC.","MCCOYSHELPINGHANDS@GMAIL.COM","TAMI COTTER","(707) 287-3908","837 LORNA DRIVE","GLEN ELLEN","CA","95442","SONOMA","47","","LICENSED","6/28/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194701010","MCQ HOME CARE, LLC","MCQ HOME CARE, LLC","MCQHOMECARE@GMAIL.COM","MARK QUILATAN","(626) 238-9337","634 E GHENT ST.","GLENDORA","CA","91740","LOS ANGELES","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","074700071","MEANINGFUL CARE SERVICES, INC.","MEANINGFUL CARE SERVICES, INC.","INFO@MEANINGFULCARES.COM","CHIKA IHEMADU","(925) 434-6969","3130 BALFOUR RD STE D #188","BRENTWOOD","CA","94513","CONTRA COSTA","47","","LICENSED","10/27/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","154700019","MEDBIRDS INC","MEDBIRDS INC","MEDBIRDSHOMECARE@GMAIL.COM","OUTTA, ROMANE","(661) 473-1145","1601 NEW STINE ROAD, STE 185","BAKERSFIELD","CA","93309","KERN","47","","CLOSED","8/12/2020","8/12/2022","12/21/2021","1","0","0","1","","","12/21/2021","12/21/2021","0","0","","0","0","No Complaints"
"HOME CARE","394700019","MEDBRIGHTCARE MANAGEMENT, LLC","MEDBRIGHTCARE MANAGEMENT, LLC","CARE@MEDBRIGHTCARE.COM","JOY CALANGLANG","(209) 707-2045","955 W CENTER ST. SUITE 10","MANTECA","CA","95337","SAN JOAQUIN","47","","CLOSED","5/18/2017","5/18/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700384","MEDICA HEALTH SERVICES, INC.","MEDICA HEALTH SERVICES, INC.","CHINDU@MEDICAHS.COM","FRED F. FLORES","(714) 599-8399","3 POINTE DR. #100","BREA","CA","92821","ORANGE","47","","LICENSED","8/21/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700337","MEDICA TALENT GROUP INC.","MEDICA TALENT GROUP INC.","CHINDU@MEDICATG.COM","FLORES, FRED F.","(714) 599-8399","3 POINTE DR STE 100","BREA","CA","92821","ORANGE","47","","CLOSED","1/25/2022","8/21/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","074700076","MEDICALONE HEALTH, LLC","MEDICALONE HEALTH, LLC","ADMIN@MEDICALONEHEALTH.COM","VICTORIA NWOKOCHAH","(888) 889-3359","5065 DEER VALLEY ROAD","ANTIOCH","CA","94531","CONTRA COSTA","47","","CLOSED","12/1/2016","12/1/2018","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","564700060","MEDITECH HEALTH SERVICES","SENIOR PLANNING ELDER CARE SERVICES","DDINAPOLI@SENIORPLANNINGSERVICES.COM","DEBRA DINAPOLI","(805) 966-3312","4517 MARKET ST STE A1","VENTURA","CA","93003","VENTURA","47","","CLOSED","8/10/2018","5/18/2022","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700950","MEETCAREGIVERS INC.","MEETCAREGIVERS INC.","FLORENCE@MEETCAREGIVERS.COM","PETERSON, EDWIN","(888) 541-1136","1800 CENTURY PARK EAST","LOS ANGELES","CA","90067","LOS ANGELES","47","","LICENSED","7/11/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","434700112","MEGA ANGELS INHOME CARE LLC","MEGA ANGELS INHOME CARE, LLC.","MEGAANGELS2017@GMAIL.COM","MA EVELYN GONZALES","(800) 385-7404","2114 SENTER RD STE 19","SAN JOSE","CA","95112","SANTA CLARA","47","","CLOSED","1/30/2019","1/30/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","384700021","MELICOR HOME CARE, LLC","MELICOR HOME CARE, LLC","MELISSA@MELICORHOMECARE.COM","LAYSON, MELISSA","(415) 508-9765","5654-C MISSION STREET","SAN FRANCISCO","CA","94112","SAN FRANCISCO","47","","LICENSED","6/28/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700328","MELIORA HOME CARE LLC","MELIORA HOME CARE LLC","ALIZIA1RN@YAHOO.COM","BENEDETTO, ALIZIA","(562) 270-5914","4362 ROBIN DR","LA PALMA","CA","90623","ORANGE","47","","LICENSED","4/7/2022","","11/29/2022","1","0","0","1","","","11/29/2022","11/29/2022","0","0","","0","0","No Complaints"
"HOME CARE","564700047","MELOS HOME CARE","OYASAN, EDWIN","MELOSHOMECARE@GMAIL.COM","EDWIN OYASAN","(805) 267-6865","1051 QUASAR CT","SIMI VALLEY","CA","93065","VENTURA","47","","LICENSED","10/27/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700335","MEMORY LANE, LLC","MEMORY LANE, LLC","AMY.MEMORYLANE@GMAIL.COM","AMY M. WOMBOLT","(760) 536-3139","1642 LISA AVE.","VISTA","CA","92084","SAN DIEGO","47","","LICENSED","9/19/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","364700073","MERAKI HOME HEALTH, LLC","MERAKI HOME HEALTH, LLC","MERAKIHOMEHEALTH@GMAIL.COM","SHAULES, CHAD","(760) 885-5892","7961 OXFORD AVE","HESPERIA","CA","92345","SAN BERNARDINO","47","","CLOSED","4/19/2018","4/19/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700735","MERCY BOARD AND CARE DBA SENIOR HELPERS","MERCY BOARD AND CARE INC","MANASRAHFNP@YAHOO.COM","AMEEN MANASRAH","(559) 722-7323","2045 COMPTON AVENUE, SUITE 203","CORONA","CA","92881","LOS ANGELES","47","","CLOSED","12/1/2020","5/20/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700073","MERIDIAN HOME CARE","FIRST MERIDIAN CARE SERVICES, INC.","KYMKAPALLA@YAHOO.COM","SOPHIA PEREZ","(619) 274-0168","4545 MURPHY CANYON RD STE #204","SAN DIEGO","CA","92123","SAN DIEGO","47","","LICENSED","6/23/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700847","MERIT LIFE OF ASPIRATIONS HOME CARE LLC","MERIT LIFE OF ASPIRATIONS HOME CARE LLC","PEARLGAMBOA4@YAHOO.COM","GAMBOA, PEARL","(323) 301-8580","1001 WILSHIRE BLVD OFFICE 114","LOS ANGELES","CA","90017","LOS ANGELES","47","","LICENSED","3/29/2022","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700128","MGBARRENO CARES CORP. DBA ACTI-KARE RESPONSIVE IN","MGBARRENO CARES CORPORATION","MBARRENO@ACTIKARE.COM","BARRENO, JORGE","(951) 348-9685","34562 QUARRY CT.","MURRIETA","CA","92563","RIVERSIDE","47","","CLOSED","11/27/2019","8/5/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700404","MI' AMORE PERSONAL HOME CARE, LLC","MI' AMORE PERSONAL HOME CARE, LLC","MIAMOREPHC@GMAIL.COM","ETHEL MARK","(424) 533-9287","27401 PINAVETE","MISSION VIEJO","CA","92691","ORANGE","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700694","MI CASA SENIOR HOME CARE ARRANGEMENTS","MI CASA SENIOR HOME CARE ARRANGEMENTS","CARLOSRAMIREZADMLAW@GMAIL.COM","RAMIREZ, CARLOS","(626) 364-7462","962 N. GRAND AVE STE A","COVINA","CA","91724","LOS ANGELES","47","","CLOSED","8/5/2020","8/6/2022","10/18/2022","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700208","MICRO CARE, LLC","MICRO CARE, LLC","SERREYAH@LIVE.COM","AHMAD A. SERREYAH","(442) 400-0442","1079 HORATIO AVE.","CORONA","CA","92882","RIVERSIDE","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700145","MILES AND JANE INC DBA HOME INSTEAD SENIOR CARE","MILES AND JANE INC","JARED.HARBIN@HOMEINSTEAD.COM","HARBIN, JARED","(951) 929-1050","414 S PALM AVENUE, SUITE A","HEMET","CA","92543","RIVERSIDE","47","","LICENSED","11/1/2020","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700280","MINERVA HOME CARE SPECIALISTS, LLC","MINERVA HOME CARE SPECIALISTS LLC","SUPPORT@MINERVAMED.COM","MICHAEL BALLANTYNE","(877) 658-0435","22865 RIDGE ROUTE LANE","LAKE FOREST","CA","92630","ORANGE","47","","CLOSED","11/21/2019","5/3/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700285","MINI'S HOME CARE","MINI'S HOME CARE INC","MINISHOMECARE@YAHOO.COM","CASTANEDA, MINERVA","(760) 519-8078","4006 VIA SERRA","OCEANSIDE","CA","92057","SAN DIEGO","47","","LICENSED","7/5/2022","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700350","MIRACLE HOME CARE, LLC","MIRACLE HOME CARE, LLC","MIRACLECARESD@GMAIL.COM","FERNANDA FERNANDEZ ANDER","(858) 722-9983","16211 VIA EMBELESO","SAN DIEGO","CA","92128","SAN DIEGO","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700385","MIRACLE LAND HOMECARE. LLC","MIRACLE LAND HOMECARE, LLC","IRISLEE1980@YAHOO.COM","JUNG LEE","(213) 284-4872","9754 SPRUCE CT.","CYPRESS","CA","90630","ORANGE","47","","LICENSED","9/19/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700699","MIRUS HOME CARE, LLC","MIRUS HOME CARE, LLC","INFO@MIRUSHOMECARELLC.COM","GAUDE, SAMAILA","(310) 817-4566","15504 S. WESTERN AVE SUITE 21","GARDENA","CA","90249","LOS ANGELES","47","","CLOSED","9/23/2020","9/23/2022","7/20/2022","1","0","0","1","","","07/20/2022","07/20/2022","0","0","","0","0","No Complaints"
"HOME CARE","194700072","MNT SENIOR SERVICES, INC., DBA VISITING ANGELS","MNT SENIOR SERVICES INC.","MTOPCHYAN@VISITINGANGELS.COM","SONIA MENDOZA","(818) 549-1400","1117 E BROADWAY","GLENDALE","CA","91205","LOS ANGELES","47","","LICENSED","6/3/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700095","MOBILE REGISTERED NURSING SAN DIEGO, PC","MOBILE REGISTERED NURSING SAN DIEGO, PC","SUNNY@MOBILENURSESANDIEGO.COM","JENNIFER JACOBS","(619) 688-0999","6136 MISSION GORGE RD STE 208","SAN DIEGO","CA","92120","SAN DIEGO","47","","CLOSED","6/22/2016","6/22/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700324","MOGEN DAVID TENDER CARE LLC","MOGEN DAVID TENDER CARE LLC","CLOVIA@MDTENDERCARE.COM","ANDREW TEPPER","(818) 566-1785","713 N. CALIFORNIA ST.","BURBANK","CA","91505","LOS ANGELES","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700009","MOM'S HOME CARE","MOM'S HOME CARE","ADMIN@MOMSHOMECARE.COM","LUCIEN EZROS","(323) 244-4789","8600 W 3RD STREET STE 3","LOS ANGELES","CA","90048","LOS ANGELES","47","","LICENSED","6/20/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","414700037","MOM AND DAD HOME.CARE","MOM AND DAD HOME CARE INC.","REGINAMOMDADHOME@GMAIL.COM","MANANTAN, REGINA","(650) 727-4251","899 SANTA CRUZ AVE., STE 215","MENLO PARK","CA","94025","SAN MATEO","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700347","MOMENTRA CARE","MOMENTRA CARE, INC.","ADMIN@MOMENTRA.COM","JUAN SOTELO","(619) 292-8166","11622 EL CAMINO REAL #100","SAN DIEGO","CA","92130","SAN DIEGO","47","","LICENSED","9/12/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","104700072","MOMMY'S HELPER POSTPARTUM IN-HOME HELP SERVICE","MOMMY'S HELPER POSTPARTUM INHOMEHELPSERVICELLC","JOEVONNA@MOMMYSHELPER.ME","JOEVONNA ANN BONNER","(559) 578-0306","5614 N FRESNO ST. #111","FRESNO","CA","93710","FRESNO","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","404700011","MONARCH HOME CARE","MONARCH HOME CARE, INC.","INFO@MONARCHHOMECARE.NET","GRASSLE, NINA","(805) 542-9740","3220 S HIGUERA ST STE 308","SAN LUIS OBISPO","CA","93401","SAN LUIS OBISPO","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","344700117","MOORE ABUNDANT HOME CARE LLC","MOORE ABUNDANT HOME CARE LLC","MOOREABUNDANTHC@GMAIL.COM","LITTLEJOHN, KAYLA","(916) 544-8411","9245 LAGUNA SPRINGS DR STE 200","ELK GROVE","CA","95758","SACRAMENTO","47","","LICENSED","2/10/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700915","MORAVIA HEALTH NETWORK LLC DBA MORAVIA HOME CARE","MORAVIA HEALTH NETWORK LLC","FIGWE@MORAVIAHEALTH.COM","MANZON, MARVIN B.","(215) 717-8650","1055 WEST 7TH ST, STE 336","LOS ANGELES","CA","90017","LOS ANGELES","47","","LICENSED","12/28/2022","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700208","MORE LIFE LLC","MORE LIFE LLC","INFO@MORELIFECA.COM","JARAMILLO, BERNARDO","(858) 410-0030","8609 EBBETS WAY","SANTEE","CA","92071","SAN DIEGO","47","","LICENSED","4/19/2018","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700362","MORNING ANGEL HOME CARE INC.","MORNING ANGEL HOME CARE INC.","MORNINGANGELCARE@GMAIL.COM","SPENCER, ROXANNE","(562) 469-9302","12235 BEACH BLVD STE 104-C","STANTON","CA","90680","ORANGE","47","","PENDING","","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700596","MORNING ANGEL HOME CARE LLC","MORNING ANGEL HOME CARE LLC","ANGELINA@MORNINGANGELHOMECARE.COM","ANGELINA M TEVES","(562) 826-7205","5242 KATELLA AVE STE. 103B","LOS ALAMITOS","CA","90720","LOS ANGELES","47","","CLOSED","12/21/2018","8/17/2021","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","304700338","MORNING ANGEL HOME CARE LLC","MORNING ANGEL HOME CARE LLC","ANGELINA@MORNINGANGELHOMECARE.COM","TEVES, ANGELINA","(562) 826-7205","17011 BEACH BLVD. SUITE 900","HUNTINGTON BEACH","CA","92647","ORANGE","47","","LICENSED","12/21/2018","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","434700078","MOST PRECIOUS CARE","GERONIMO, JAYLYN R.","CINDYPRECIOUSCARE@GMAIL.COM","VERONICA GERONIMO","(408) 724-3481","858 GATEVIEW COURT","SAN JOSE","CA","95133","SANTA CLARA","47","","CLOSED","7/21/2016","7/22/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","074700155","MOTERE HEART HOME CARE","MOTERE HEART HOME CARE LLC","MOTEREHEART@GMAIL.COM","NNANNA, GLADYS OGECHI","(510) 515-6869","5006 HAVENROCK CT","ANTIOCH","CA","94531","CONTRA COSTA","47","","LICENSED","1/19/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700445","MOTHER AND CHILD CAREGIVERS, INC.","MOTHER AND CHILD CAREGIVERS, INC.","MOTHERANDCHILDCG@GMAIL.COM","RONA KRACHER","(562) 688-1955","8330 TELEGRAPH RD","DOWNEY","CA","90240","LOS ANGELES","47","","CLOSED","4/28/2017","7/3/2019","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","434700121","MOTHERHEALTH","MOTHERHEALTH, LLC","MOTHERHEALTH@GMAIL.COM","CONCEPCION DELLO BUONO","(408) 854-1883","950 W EL CAMINO REAL, # 312","MT VIEW","CA","94040","SANTA CLARA","47","","LICENSED","10/19/2018","","1/6/2022","1","0","0","1","","","01/06/2022","01/06/2022","0","0","","0","0","No Complaints"
"HOME CARE","364700077","MOTHERLY COMFORT HOME CARE LLC","MOTHERLY COMFORT HOME CARE LLC","INFO@MOTHERLYCOMFORT.COM","ISABEL CORDOVA","(909) 652-4444","1092 E 9TH STREET","UPLAND","CA","91786","SAN BERNARDINO","47","","LICENSED","2/14/2019","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700739","MOUNTAINVIEW HOME CARE LLC","MOUNTAINVIEW HOME CARE LLC","RMRILLORTA@GMAIL.COM","RENEE RILLORTA","(626) 434-0072","204 E. SIERRA MADRE BLVD","SIERRA MADRE","CA","91024","LOS ANGELES","47","","LICENSED","3/11/2021","","3/4/2022","1","0","0","1","","","03/04/2022","03/04/2022","0","0","","0","0","No Complaints"
"HOME CARE","304700295","MT CARE GROUP LLC DBA ACTI-KARE RESPONSIVE","MT CARE GROUP LLC","TBHARDWAJ@ACTIKARE.COM","BHARDWAJ, TARUN","(562) 774-7400","25283 CABOT RD SUITE 212","LAGUNA HILLS","CA","92653","ORANGE","47","","LICENSED","6/11/2020","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700210","MT PREMIER AT HOME CARE, LLC","MT PREMIER AT HOME CARE, LLC","MTPREMIER.HOMECARE@GMAIL.COM","OFELIA C. POYRAZOGLU","(858) 365-7820","13277 DERON AVE","SAN DIEGO","CA","92129","SAN DIEGO","47","","LICENSED","6/27/2018","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700724","MY ANGELS HOME CARE REFERRAL AGENCY","MY ANGELS HOME CARE REFERRAL AGENCY, LLC.","MYANGELS.HCS@GMAIL.COM","MAGNO, ARNIE","(818) 282-4058","1415 E. COLORADO ST. # 209","GLENDALE","CA","91205","LOS ANGELES","47","","LICENSED","3/17/2021","","10/13/2021","1","0","0","1","1796.37., 1796.23., 1796.42., 1796.23., 1796.44., 1796.45.","10/13/2021, 10/13/2021, 10/13/2021, 10/13/2021, 10/13/2021, 10/13/2021","10/13/2021","10/13/2021","0","0","","0","6","No Complaints"
"HOME CARE","414700073","MY CAREGIVERS INC","MY CAREGIVERS INC","MYCAREGIVERSUSA@YAHOO.COM","MILTON EMILIO DURAN RIBERA","(415) 573-5731","20 PARKWOOD DRIVE","DALY CITY","CA","94015","SAN MATEO","47","","LICENSED","3/13/2019","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","434700171","MY FRIENDLY CARE","MY FRIENDLY CARE LLC","ZYRACRUZFC@GMAIL.COM","CRUZ, JEHU","(408) 744-2901","2100 WALSH AVE STE B1","SANTA CLARA","CA","95050","SANTA CLARA","47","","LICENSED","2/23/2023","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700155","MY LITTLE HELPERS LLC DBA SENIOR HELPING SENIORS","MY LITTLE HELPERS, LLC","OFFICE@SANDIEGOSHS.COM","ABRAHAM III, GIDEON","(858) 774-8194","16959 BERNARDO CTR DR. STE 210","SAN DIEGO","CA","92128","SAN DIEGO","47","","LICENSED","6/14/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","374700287","MY PARENTS HOME LLC","MY PARENTS HOME","KATHY@MYPARENTHOME.HEALTH","TERRY, KATHY","(949) 532-7879","443 BLUEBERRY CIRCLE","OCEANSIDE","CA","92058","SAN DIEGO","47","","LICENSED","9/16/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","484700014","MY PERSONAL ASSISTANT INC.","MY PERSONAL ASSISTANT INC.","","RICHARD JENEI","(805) 245-5674","1714 TIERRA NUEVA LANE","OCEANO","CA","93445","SOLANO","47","","CLOSED","8/30/2017","11/26/2018","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","074700149","MZR GROUP LLC DBA COMPASSIONATE HOMECARE","MZR GROUP LLC","ALYNA.RIZVI@GMAIL.COM","RIZVI, ALYNA","(510) 565-6765","427 KARELIAN ST.","DANVILLE","CA","94506","CONTRA COSTA","47","","LICENSED","7/13/2022","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700764","M&L IN-HOMECARE LLC","M&L IN-HOMECARE LLC","INFO@MANDLAGENCY.COM","LISA SHYNGLE","(818) 869-1969","15053 VICTORY BLVD. UNIT 15","VAN NUYS","CA","91411","LOS ANGELES","47","","LICENSED","10/12/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700840","NALEBA LLC","NALEBA LLC","NALEBAREMY02@GMAIL.COM","HALIMAH, KAMYA KASIRON","(747) 216-3626","14416 HAMLIN ST 107","VAN NUYS","CA","91407","LOS ANGELES","47","","LICENSED","3/17/2022","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","284700008","NAPA VALLEY CARING COMPANIONS,DBA HOME HELPERS","NAPA VALLEY CARING COMPANIONS, LLC","NAPA@HOMEHELPERSHOMECARE.COM","SERAFINA CARSON","(707) 337-8102","829 JEFFERSON STREET","NAPA","CA","94559","NAPA","47","","LICENSED","12/27/2017","","7/27/2023","1","2","0","3","1796.43, 1796.23 (a), 1796.23 (a)","05/03/2023, 05/03/2023, 04/28/2023","04/19/2023, 04/19/2023, 04/14/2023","04/14/2023","0","0","","1","0","08/01/2023","2","0","2","2","0"
"HOME CARE","334700073","NEIGHBORHOOD HOME CARE","ARAGON, LAWRENCE & ARAGON, ERIC","LARRY@NEIGHBORHOODHOMECARE.NET","ARAGON, LAWRENCE","(951) 278-8800","1100 OLYMPIC DR. STE.104","CORONA","CA","92881","RIVERSIDE","47","","LICENSED","6/30/2016","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700134","NEOGEN CARE","NEOGREEN SOLUTIONS, INC.","ANJUS@NEOGENCARE.COM","ANJU SATHEESH","(510) 440-1383","24301 SOUTHLAND DR. STE 401","HAYWARD","CA","94545","ALAMEDA","47","","CLOSED","1/29/2021","1/29/2023","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","014700133","NESTVY HOME CARE","ADMIRE HOME CARE LLC","HELLO@NESTVY.COM","SHIH, NICOLE","(510) 626-7744","66 FRANKLIN ST SUITE 300","OAKLAND","CA","94607","ALAMEDA","47","","LICENSED","11/24/2020","","8/2/2022","1","0","0","1","","","01/05/2022","01/05/2022","0","0","","0","0","No Complaints"
"HOME CARE","194700549","NETTY'S HOME CARE","NETTY'S HOMECARE","NANANETTYSHOME@GMAIL.COM","ANDERSON, ARLENE","(323) 877-4716","1901 AVE OF THE STARS STE 200","LOS ANGELES","CA","90068","LOS ANGELES","47","","CLOSED","6/20/2018","6/20/2022","2/28/2022","1","0","0","1","","","02/28/2022","02/28/2022","0","0","","0","0","No Complaints"
"HOME CARE","304700332","NEUROCARE SPECIALTY HOME CARE","MAVERICK NEUROLOGICAL HEALTHCARE GROUP INC.","SJOHNSON@NEUROCARESHC.COM","JOHNSON, SHARON","(949) 216-5185","120 VANTIS DR STE 300","ALISO VIEJO","CA","92656","ORANGE","47","","LICENSED","8/31/2021","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","334700058","NEVER ALONE LIVING ASSISTANCE","RKL INCORPORATED","HOMECARE@NEVERALONE1.COM","RICHARD K LEE","(951) 491-0150","28441 RANCHO CALIFORNIA RD#207","TEMECULA","CA","92590","RIVERSIDE","47","","CLOSED","6/30/2016","6/30/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700657","NEW BEGINNING HOME CARE SERVICES","NEW BEGINNING HOME CARE SERVICES LLC","SGCBROKERSERVICE@YAHOO.COM","COHN, STEPHANIE","(310) 213-0844","21515 HAWTHORNE BLVD #200","TORRANCE","CA","90503","LOS ANGELES","47","","LICENSED","11/22/2019","","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
"HOME CARE","194700545","NEW DAY IN-HOME CARE","NEW DAY IN-HOME CARE, LLC","CLARK.BROYLES@NEWDAYINHOMECARE.COM","BROYLES, CLARK A.","(424) 259-3108","8006 VICKSBURG AVE","LOS ANGELES","CA","90045","LOS ANGELES","47","","CLOSED","4/19/2018","4/19/2020","","0","0","0","0","","","","","0","0","","0","0","No Complaints"
