id,task,task_label,contestant,contestant_label,measurement,objective,objective_label
1042,448,Make the phone ring,54,Johnny Vegas,1740.0,2,time ▼
1043,448,Make the phone ring,55,Katherine Parkinson,1246.0,2,time ▼
1044,448,Make the phone ring,56,Mawaan Rizwan,1027.0,2,time ▼
1045,448,Make the phone ring,57,Richard Herring,600.0,2,time ▼
1046,450,Drop a water balloon as far as possible without it bursting,53,Daisy May Cooper,7.35,4,meters ▲
1047,450,Drop a water balloon as far as possible without it bursting,54,Johnny Vegas,7.35,4,meters ▲
1048,450,Drop a water balloon as far as possible without it bursting,55,Katherine Parkinson,7.35,4,meters ▲
1049,450,Drop a water balloon as far as possible without it bursting,56,Mawaan Rizwan,1.72,4,meters ▲
1050,450,Drop a water balloon as far as possible without it bursting,57,Richard Herring,3.5,4,meters ▲
1051,453,Bag the heaviest thing from the greatest distance,53,Daisy May Cooper,18200.0,1,grams ▲
1052,453,Bag the heaviest thing from the greatest distance,53,Daisy May Cooper,100.0,10,centimeters ▲
1053,453,Bag the heaviest thing from the greatest distance,53,Daisy May Cooper,1820000.0,91,points ▲
1054,453,Bag the heaviest thing from the greatest distance,54,Johnny Vegas,100000.0,1,grams ▲
1055,453,Bag the heaviest thing from the greatest distance,54,Johnny Vegas,10.0,10,centimeters ▲
1056,453,Bag the heaviest thing from the greatest distance,54,Johnny Vegas,1000000.0,91,points ▲
1057,453,Bag the heaviest thing from the greatest distance,55,Katherine Parkinson,139706.45,1,grams ▲
1058,453,Bag the heaviest thing from the greatest distance,55,Katherine Parkinson,3300.0,10,centimeters ▲
1059,453,Bag the heaviest thing from the greatest distance,55,Katherine Parkinson,461031285.0,91,points ▲
1060,453,Bag the heaviest thing from the greatest distance,56,Mawaan Rizwan,8600.0,1,grams ▲
1061,453,Bag the heaviest thing from the greatest distance,56,Mawaan Rizwan,305.0,10,centimeters ▲
1062,453,Bag the heaviest thing from the greatest distance,56,Mawaan Rizwan,2623000.0,91,points ▲
1063,453,Bag the heaviest thing from the greatest distance,57,Richard Herring,15500.0,1,grams ▲
1064,453,Bag the heaviest thing from the greatest distance,57,Richard Herring,270.0,10,centimeters ▲
1065,453,Bag the heaviest thing from the greatest distance,57,Richard Herring,4185000.0,91,points ▲
1066,456,Feed your team-mate(s) the most watermelon,53,Daisy May Cooper,1000.0,1,grams ▲
1067,456,Feed your team-mate(s) the most watermelon,54,Johnny Vegas,331.0,1,grams ▲
1068,456,Feed your team-mate(s) the most watermelon,55,Katherine Parkinson,331.0,1,grams ▲
1069,456,Feed your team-mate(s) the most watermelon,56,Mawaan Rizwan,331.0,1,grams ▲
1070,456,Feed your team-mate(s) the most watermelon,57,Richard Herring,1000.0,1,grams ▲
1071,461,Transfer the water from one barrel to another,53,Daisy May Cooper,12.5,59,inches ▲
1072,461,Transfer the water from one barrel to another,54,Johnny Vegas,10.0,59,inches ▲
1073,461,Transfer the water from one barrel to another,55,Katherine Parkinson,7.0,59,inches ▲
1074,461,Transfer the water from one barrel to another,56,Mawaan Rizwan,16.0,59,inches ▲
1075,461,Transfer the water from one barrel to another,57,Richard Herring,12.0,59,inches ▲
1076,464,Move two chickens around a course using a remote-control car and a mobility scooter,53,Daisy May Cooper,,2,time ▼
1077,464,Move two chickens around a course using a remote-control car and a mobility scooter,54,Johnny Vegas,220.0,2,time ▼
1078,464,Move two chickens around a course using a remote-control car and a mobility scooter,55,Katherine Parkinson,,2,time ▼
1079,464,Move two chickens around a course using a remote-control car and a mobility scooter,56,Mawaan Rizwan,?,2,time ▼
1080,464,Move two chickens around a course using a remote-control car and a mobility scooter,57,Richard Herring,270.0,2,time ▼
1081,466,Make the best and longest-lasting marble run,53,Daisy May Cooper,11.35,35,time ▲
1082,466,Make the best and longest-lasting marble run,54,Johnny Vegas,8.1,35,time ▲
1083,466,Make the best and longest-lasting marble run,55,Katherine Parkinson,32.4,35,time ▲
1084,466,Make the best and longest-lasting marble run,56,Mawaan Rizwan,,35,time ▲
1085,466,Make the best and longest-lasting marble run,57,Richard Herring,8.38,35,time ▲
1086,468,Work out how many sheets are on a toilet roll,54,Johnny Vegas,60.0,106,difference in sheets ▼
1087,468,Work out how many sheets are on a toilet roll,56,Mawaan Rizwan,183.0,106,difference in sheets ▼
1088,470,Fill the cup to overflowing without touching the red green,53,Daisy May Cooper,,2,time ▼
1089,470,Fill the cup to overflowing without touching the red green,54,Johnny Vegas,,2,time ▼
1090,470,Fill the cup to overflowing without touching the red green,55,Katherine Parkinson,,2,time ▼
1091,470,Fill the cup to overflowing without touching the red green,56,Mawaan Rizwan,,2,time ▼
1092,470,Fill the cup to overflowing without touching the red green,57,Richard Herring,,2,time ▼
1093,472,Extract water from a coconut,53,Daisy May Cooper,,2,time ▼
1094,472,Extract water from a coconut,54,Johnny Vegas,57.0,2,time ▼
1095,472,Extract water from a coconut,55,Katherine Parkinson,?,2,time ▼
1096,472,Extract water from a coconut,56,Mawaan Rizwan,,2,time ▼
1097,472,Extract water from a coconut,57,Richard Herring,?,2,time ▼
1098,476,Complete the most tasks behind the five motorised doors,53,Daisy May Cooper,3.0,107,completed tasks ▲
1099,476,Complete the most tasks behind the five motorised doors,54,Johnny Vegas,2.3,107,completed tasks ▲
1100,476,Complete the most tasks behind the five motorised doors,55,Katherine Parkinson,?,107,completed tasks ▲
1101,476,Complete the most tasks behind the five motorised doors,56,Mawaan Rizwan,?,107,completed tasks ▲
1102,476,Complete the most tasks behind the five motorised doors,57,Richard Herring,2.5,107,completed tasks ▲
1103,477,Work out how many balls are in the basket,53,Daisy May Cooper,637.0,108,difference in balls ▼
1104,477,Work out how many balls are in the basket,54,Johnny Vegas,,108,difference in balls ▼
1105,477,Work out how many balls are in the basket,55,Katherine Parkinson,,108,difference in balls ▼
1106,477,Work out how many balls are in the basket,56,Mawaan Rizwan,1030.0,108,difference in balls ▼
1107,477,Work out how many balls are in the basket,57,Richard Herring,797.0,108,difference in balls ▼
1108,478,Draw the monster described by the Taskmaster,53,Daisy May Cooper,10.0,109,monster criteria ▲
1109,478,Draw the monster described by the Taskmaster,54,Johnny Vegas,11.0,109,monster criteria ▲
1110,478,Draw the monster described by the Taskmaster,55,Katherine Parkinson,10.0,109,monster criteria ▲
1111,478,Draw the monster described by the Taskmaster,56,Mawaan Rizwan,11.0,109,monster criteria ▲
1112,478,Draw the monster described by the Taskmaster,57,Richard Herring,14.0,109,monster criteria ▲
1113,480,Put the wellies on the spider’s feet,53,Daisy May Cooper,488.0,2,time ▼
1114,480,Put the wellies on the spider’s feet,54,Johnny Vegas,,2,time ▼
1115,480,Put the wellies on the spider’s feet,55,Katherine Parkinson,,2,time ▼
1116,480,Put the wellies on the spider’s feet,56,Mawaan Rizwan,?,2,time ▼
1117,480,Put the wellies on the spider’s feet,57,Richard Herring,708.0,2,time ▼
1118,482,Neatly hang all the clothes on a rail without stepping over the line,53,Daisy May Cooper,1029.0,2,time ▼
1119,482,Neatly hang all the clothes on a rail without stepping over the line,54,Johnny Vegas,410.0,2,time ▼
1120,482,Neatly hang all the clothes on a rail without stepping over the line,55,Katherine Parkinson,314.0,2,time ▼
1121,482,Neatly hang all the clothes on a rail without stepping over the line,56,Mawaan Rizwan,575.0,2,time ▼
1122,482,Neatly hang all the clothes on a rail without stepping over the line,57,Richard Herring,490.0,2,time ▼
1123,484,Guess how many green eggs are under the Taskmaster’s chair,56,Mawaan Rizwan,6.0,110,difference in green eggs ▼
1124,484,Guess how many green eggs are under the Taskmaster’s chair,57,Richard Herring,4.0,110,difference in green eggs ▼
1125,486,Get the biggest thing through the doughnut,58,John Hannah,1500.0,111,centimeters cubed ▲
1126,486,Get the biggest thing through the doughnut,59,Krishnan Guru-Murthy,5000.0,111,centimeters cubed ▲
1127,486,Get the biggest thing through the doughnut,60,Nicola Coughlan,1.0,111,centimeters cubed ▲
1128,486,Get the biggest thing through the doughnut,61,Rylan Clark-Neal,800000.0,111,centimeters cubed ▲
1129,486,Get the biggest thing through the doughnut,62,Shirley Ballas,9000.0,111,centimeters cubed ▲
1130,488,Build the lightest tower,58,John Hannah,160.0,112,grams ▼
1131,488,Build the lightest tower,59,Krishnan Guru-Murthy,185.0,112,grams ▼
1132,488,Build the lightest tower,60,Nicola Coughlan,,112,grams ▼
1133,488,Build the lightest tower,61,Rylan Clark-Neal,,112,grams ▼
1134,488,Build the lightest tower,62,Shirley Ballas,265.0,112,grams ▼
1135,489,Strike balls into a bath with an object,58,John Hannah,1.0,113,balls ▲
1136,489,Strike balls into a bath with an object,59,Krishnan Guru-Murthy,0.0,113,balls ▲
1137,489,Strike balls into a bath with an object,60,Nicola Coughlan,1.0,113,balls ▲
1138,489,Strike balls into a bath with an object,61,Rylan Clark-Neal,0.0,113,balls ▲
1139,489,Strike balls into a bath with an object,62,Shirley Ballas,2.0,113,balls ▲
1140,493,Deliver all the plates to Alex,63,Charlotte Ritchie,0.0,36,penalties ▼
1141,493,Deliver all the plates to Alex,63,Charlotte Ritchie,312.0,2,time ▼
1142,493,Deliver all the plates to Alex,64,Jamali Maddix,9.0,36,penalties ▼
1143,493,Deliver all the plates to Alex,64,Jamali Maddix,11280.0,2,time ▼
1144,493,Deliver all the plates to Alex,65,Lee Mack,0.0,36,penalties ▼
1145,493,Deliver all the plates to Alex,65,Lee Mack,80.0,2,time ▼
1146,493,Deliver all the plates to Alex,66,Mike Wozniak,0.0,36,penalties ▼
1147,493,Deliver all the plates to Alex,66,Mike Wozniak,182.0,2,time ▼
1148,493,Deliver all the plates to Alex,67,Sarah Kendall,0.0,36,penalties ▼
1149,493,Deliver all the plates to Alex,67,Sarah Kendall,149.0,2,time ▼
1150,494,Stack your buckets so that they are taller than you,63,Charlotte Ritchie,,2,time ▼
1151,494,Stack your buckets so that they are taller than you,64,Jamali Maddix,,2,time ▼
1152,494,Stack your buckets so that they are taller than you,65,Lee Mack,,2,time ▼
1153,494,Stack your buckets so that they are taller than you,66,Mike Wozniak,,2,time ▼
1154,494,Stack your buckets so that they are taller than you,67,Sarah Kendall,?,2,time ▼
1155,496,Make the balloon hover,63,Charlotte Ritchie,,2,time ▼
1156,496,Make the balloon hover,64,Jamali Maddix,290.0,2,time ▼
1157,496,Make the balloon hover,65,Lee Mack,,2,time ▼
1158,496,Make the balloon hover,66,Mike Wozniak,480.0,2,time ▼
1159,496,Make the balloon hover,67,Sarah Kendall,1278.0,2,time ▼
1160,497,Have an argument,63,Charlotte Ritchie,188.0,35,time ▲
1161,497,Have an argument,64,Jamali Maddix,188.0,35,time ▲
1162,497,Have an argument,65,Lee Mack,335.0,35,time ▲
1163,497,Have an argument,66,Mike Wozniak,335.0,35,time ▲
1164,497,Have an argument,67,Sarah Kendall,188.0,35,time ▲
1165,499,Correctly guess your standing in the group,63,Charlotte Ritchie,1.0,104,correct guesses ▲
1166,499,Correctly guess your standing in the group,64,Jamali Maddix,1.0,104,correct guesses ▲
1167,499,Correctly guess your standing in the group,65,Lee Mack,4.0,104,correct guesses ▲
1168,499,Correctly guess your standing in the group,66,Mike Wozniak,2.0,104,correct guesses ▲
1169,499,Correctly guess your standing in the group,67,Sarah Kendall,2.0,104,correct guesses ▲
1170,501,Make the sauna stones hiss,63,Charlotte Ritchie,700.0,2,time ▼
1171,501,Make the sauna stones hiss,64,Jamali Maddix,1530.0,2,time ▼
1172,501,Make the sauna stones hiss,65,Lee Mack,750.0,2,time ▼
1173,501,Make the sauna stones hiss,66,Mike Wozniak,704.0,2,time ▼
1174,501,Make the sauna stones hiss,67,Sarah Kendall,482.0,2,time ▼
1175,503,Get your luggage through security,63,Charlotte Ritchie,,2,time ▼
1176,503,Get your luggage through security,64,Jamali Maddix,,2,time ▼
1177,503,Get your luggage through security,65,Lee Mack,697.0,2,time ▼
1178,503,Get your luggage through security,66,Mike Wozniak,,2,time ▼
1179,503,Get your luggage through security,67,Sarah Kendall,?,2,time ▼
1180,504,Act out nursery rhymes,63,Charlotte Ritchie,4.0,114,nursery rhymes ▲
1181,504,Act out nursery rhymes,64,Jamali Maddix,4.0,114,nursery rhymes ▲
1182,504,Act out nursery rhymes,65,Lee Mack,7.0,114,nursery rhymes ▲
1183,504,Act out nursery rhymes,66,Mike Wozniak,7.0,114,nursery rhymes ▲
1184,504,Act out nursery rhymes,67,Sarah Kendall,4.0,114,nursery rhymes ▲
1185,506,Get all of the banana in the bottle,63,Charlotte Ritchie,,2,time ▼
1186,506,Get all of the banana in the bottle,64,Jamali Maddix,1399.0,2,time ▼
1187,506,Get all of the banana in the bottle,65,Lee Mack,673.0,2,time ▼
1188,506,Get all of the banana in the bottle,66,Mike Wozniak,,2,time ▼
1189,506,Get all of the banana in the bottle,67,Sarah Kendall,529.0,2,time ▼
1190,507,Put the bag of salt onto that table,63,Charlotte Ritchie,?,2,time ▼
1191,507,Put the bag of salt onto that table,64,Jamali Maddix,?,2,time ▼
1192,507,Put the bag of salt onto that table,65,Lee Mack,,2,time ▼
1193,507,Put the bag of salt onto that table,66,Mike Wozniak,,2,time ▼
1194,507,Put the bag of salt onto that table,67,Sarah Kendall,?,2,time ▼
1195,508,Get the sheet of loo roll as far away as possible,63,Charlotte Ritchie,,4,meters ▲
1196,508,Get the sheet of loo roll as far away as possible,64,Jamali Maddix,363.0,4,meters ▲
1197,508,Get the sheet of loo roll as far away as possible,65,Lee Mack,,4,meters ▲
1198,508,Get the sheet of loo roll as far away as possible,66,Mike Wozniak,,4,meters ▲
1199,508,Get the sheet of loo roll as far away as possible,67,Sarah Kendall,14.0,4,meters ▲
1200,509,Identify the contents of the bowl,63,Charlotte Ritchie,2.0,32,correct answers ▲
1201,509,Identify the contents of the bowl,64,Jamali Maddix,4.0,32,correct answers ▲
1202,509,Identify the contents of the bowl,65,Lee Mack,1.0,32,correct answers ▲
1203,509,Identify the contents of the bowl,66,Mike Wozniak,1.0,32,correct answers ▲
1204,509,Identify the contents of the bowl,67,Sarah Kendall,3.0,32,correct answers ▲
1205,511,Cover your legs in cling film and gaffer tape / Put on the captain’s hat,63,Charlotte Ritchie,65.0,2,time ▼
1206,511,Cover your legs in cling film and gaffer tape / Put on the captain’s hat,64,Jamali Maddix,40.0,2,time ▼
1207,511,Cover your legs in cling film and gaffer tape / Put on the captain’s hat,65,Lee Mack,120.0,2,time ▼
1208,511,Cover your legs in cling film and gaffer tape / Put on the captain’s hat,66,Mike Wozniak,66.0,2,time ▼
1209,511,Cover your legs in cling film and gaffer tape / Put on the captain’s hat,67,Sarah Kendall,41.0,2,time ▼
1210,513,Sort the objects with your face,63,Charlotte Ritchie,5.0,60,sorted objects ▲
1211,513,Sort the objects with your face,64,Jamali Maddix,,60,sorted objects ▲
1212,513,Sort the objects with your face,65,Lee Mack,,60,sorted objects ▲
1213,513,Sort the objects with your face,66,Mike Wozniak,4.0,60,sorted objects ▲
1214,513,Sort the objects with your face,67,Sarah Kendall,,60,sorted objects ▲
1215,514,Slap and tong,63,Charlotte Ritchie,4.0,115,slaps plus tongs ▲
1216,514,Slap and tong,64,Jamali Maddix,4.0,115,slaps plus tongs ▲
1217,514,Slap and tong,65,Lee Mack,2.0,115,slaps plus tongs ▲
1218,514,Slap and tong,66,Mike Wozniak,2.0,115,slaps plus tongs ▲
1219,514,Slap and tong,67,Sarah Kendall,4.0,115,slaps plus tongs ▲
1220,519,Identify the battered items,63,Charlotte Ritchie,4.0,42,identified items ▲
1221,519,Identify the battered items,64,Jamali Maddix,6.0,42,identified items ▲
1222,519,Identify the battered items,65,Lee Mack,3.0,42,identified items ▲
1223,519,Identify the battered items,66,Mike Wozniak,3.5,42,identified items ▲
1224,519,Identify the battered items,67,Sarah Kendall,5.0,42,identified items ▲
1225,521,Fire rubber bands into Alex’s bum bag,64,Jamali Maddix,7.0,116,rubber bands ▲
1226,521,Fire rubber bands into Alex’s bum bag,66,Mike Wozniak,1.0,116,rubber bands ▲
1227,523,Complete the most tasks,63,Charlotte Ritchie,3.0,107,completed tasks ▲
1228,523,Complete the most tasks,64,Jamali Maddix,6.0,107,completed tasks ▲
1229,523,Complete the most tasks,65,Lee Mack,4.0,107,completed tasks ▲
1230,523,Complete the most tasks,66,Mike Wozniak,7.0,107,completed tasks ▲
1231,523,Complete the most tasks,67,Sarah Kendall,2.0,107,completed tasks ▲
1232,525,Get out of the front gate,63,Charlotte Ritchie,34.0,117,alarms ▼
1233,525,Get out of the front gate,64,Jamali Maddix,34.0,117,alarms ▼
1234,525,Get out of the front gate,65,Lee Mack,21.0,117,alarms ▼
1235,525,Get out of the front gate,66,Mike Wozniak,21.0,117,alarms ▼
1236,525,Get out of the front gate,67,Sarah Kendall,34.0,117,alarms ▼
1237,526,Make your rubber gloves and wellies as heavy as possible,63,Charlotte Ritchie,950.0,1,grams ▲
1238,526,Make your rubber gloves and wellies as heavy as possible,64,Jamali Maddix,,1,grams ▲
1239,526,Make your rubber gloves and wellies as heavy as possible,65,Lee Mack,6420.0,1,grams ▲
1240,526,Make your rubber gloves and wellies as heavy as possible,66,Mike Wozniak,1090.0,1,grams ▲
1241,526,Make your rubber gloves and wellies as heavy as possible,67,Sarah Kendall,1120.0,1,grams ▲
1242,528,Complete various tasks while saying ‘metronome’,63,Charlotte Ritchie,7.5,118,missed beats ▼
1243,528,Complete various tasks while saying ‘metronome’,64,Jamali Maddix,3.0,118,missed beats ▼
1244,528,Complete various tasks while saying ‘metronome’,65,Lee Mack,3.0,118,missed beats ▼
1245,528,Complete various tasks while saying ‘metronome’,66,Mike Wozniak,1.0,118,missed beats ▼
1246,528,Complete various tasks while saying ‘metronome’,67,Sarah Kendall,?,118,missed beats ▼
1247,534,Build and topple a tower for a pot of yoghurt,63,Charlotte Ritchie,4.0,119,score ▲
1248,534,Build and topple a tower for a pot of yoghurt,64,Jamali Maddix,1.0,119,score ▲
1249,534,Build and topple a tower for a pot of yoghurt,65,Lee Mack,,119,score ▲
1250,534,Build and topple a tower for a pot of yoghurt,66,Mike Wozniak,,119,score ▲
1251,534,Build and topple a tower for a pot of yoghurt,67,Sarah Kendall,2.0,119,score ▲
1252,539,Scientifically work out how much Alex’s feet and head weigh,63,Charlotte Ritchie,1500.0,120,difference in grams ▼
1253,539,Scientifically work out how much Alex’s feet and head weigh,64,Jamali Maddix,37700.0,120,difference in grams ▼
1254,539,Scientifically work out how much Alex’s feet and head weigh,65,Lee Mack,700.0,120,difference in grams ▼
1255,539,Scientifically work out how much Alex’s feet and head weigh,66,Mike Wozniak,5200.0,120,difference in grams ▼
1256,539,Scientifically work out how much Alex’s feet and head weigh,67,Sarah Kendall,1420.0,120,difference in grams ▼
1257,540,Direct a teammate into the red circle,63,Charlotte Ritchie,1278.0,2,time ▼
1258,540,Direct a teammate into the red circle,64,Jamali Maddix,1278.0,2,time ▼
1259,540,Direct a teammate into the red circle,65,Lee Mack,250.0,2,time ▼
1260,540,Direct a teammate into the red circle,66,Mike Wozniak,250.0,2,time ▼
1261,540,Direct a teammate into the red circle,67,Sarah Kendall,1278.0,2,time ▼
1262,541,"Keeping your head still at all times, correctly don your special outfit",63,Charlotte Ritchie,150.0,2,time ▼
1263,541,"Keeping your head still at all times, correctly don your special outfit",64,Jamali Maddix,490.0,2,time ▼
1264,541,"Keeping your head still at all times, correctly don your special outfit",65,Lee Mack,300.0,2,time ▼
1265,541,"Keeping your head still at all times, correctly don your special outfit",66,Mike Wozniak,210.0,2,time ▼
1266,541,"Keeping your head still at all times, correctly don your special outfit",67,Sarah Kendall,540.0,2,time ▼
1267,543,Strike Alex with a ball,68,Alan Davies,622.0,2,time ▼
1268,543,Strike Alex with a ball,69,Desiree Burch,363.0,2,time ▼
1269,543,Strike Alex with a ball,70,Guz Khan,449.0,2,time ▼
1270,543,Strike Alex with a ball,71,Morgana Robinson,124.0,2,time ▼
1271,543,Strike Alex with a ball,72,Victoria Coren Mitchell,444.0,2,time ▼
1272,545,Pop the balloon,68,Alan Davies,540.0,2,time ▼
1273,545,Pop the balloon,69,Desiree Burch,10620.0,2,time ▼
1274,545,Pop the balloon,70,Guz Khan,2218.0,2,time ▼
1275,545,Pop the balloon,71,Morgana Robinson,3360.0,2,time ▼
1276,545,Pop the balloon,72,Victoria Coren Mitchell,1530.0,2,time ▼
1277,546,"Strike poses to represent a hobby, an animal, and a celebrity",68,Alan Davies,0.0,121,guessed poses ▲
1278,546,"Strike poses to represent a hobby, an animal, and a celebrity",69,Desiree Burch,1.0,121,guessed poses ▲
1279,546,"Strike poses to represent a hobby, an animal, and a celebrity",70,Guz Khan,1.0,121,guessed poses ▲
1280,546,"Strike poses to represent a hobby, an animal, and a celebrity",71,Morgana Robinson,1.5,121,guessed poses ▲
1281,546,"Strike poses to represent a hobby, an animal, and a celebrity",72,Victoria Coren Mitchell,0.0,121,guessed poses ▲
1282,549,Work out the contents of the bags,68,Alan Davies,3.0,122,guessed ingredients ▲
1283,549,Work out the contents of the bags,69,Desiree Burch,4.0,122,guessed ingredients ▲
1284,549,Work out the contents of the bags,70,Guz Khan,2.5,122,guessed ingredients ▲
1285,549,Work out the contents of the bags,71,Morgana Robinson,3.0,122,guessed ingredients ▲
1286,549,Work out the contents of the bags,72,Victoria Coren Mitchell,8.0,122,guessed ingredients ▲
1287,550,Paint the space hopper green,68,Alan Davies,3.0,123,speed points ▲
1288,550,Paint the space hopper green,68,Alan Davies,3.0,124,coverage points ▲
1289,550,Paint the space hopper green,68,Alan Davies,3.0,125,cleanliness points ▲
1290,550,Paint the space hopper green,68,Alan Davies,9.0,91,points ▲
1291,550,Paint the space hopper green,69,Desiree Burch,4.0,123,speed points ▲
1292,550,Paint the space hopper green,69,Desiree Burch,2.0,124,coverage points ▲
1293,550,Paint the space hopper green,69,Desiree Burch,2.0,125,cleanliness points ▲
1294,550,Paint the space hopper green,69,Desiree Burch,8.0,91,points ▲
1295,550,Paint the space hopper green,70,Guz Khan,5.0,123,speed points ▲
1296,550,Paint the space hopper green,70,Guz Khan,4.0,124,coverage points ▲
1297,550,Paint the space hopper green,70,Guz Khan,1.0,125,cleanliness points ▲
1298,550,Paint the space hopper green,70,Guz Khan,10.0,91,points ▲
1299,550,Paint the space hopper green,71,Morgana Robinson,2.0,123,speed points ▲
1300,550,Paint the space hopper green,71,Morgana Robinson,5.0,124,coverage points ▲
1301,550,Paint the space hopper green,71,Morgana Robinson,4.0,125,cleanliness points ▲
1302,550,Paint the space hopper green,71,Morgana Robinson,11.0,91,points ▲
1303,550,Paint the space hopper green,72,Victoria Coren Mitchell,1.0,123,speed points ▲
1304,550,Paint the space hopper green,72,Victoria Coren Mitchell,1.0,124,coverage points ▲
1305,550,Paint the space hopper green,72,Victoria Coren Mitchell,5.0,125,cleanliness points ▲
1306,550,Paint the space hopper green,72,Victoria Coren Mitchell,7.0,91,points ▲
1307,551,Put on the medallion,68,Alan Davies,?,2,time ▼
1308,551,Put on the medallion,69,Desiree Burch,?,2,time ▼
1309,551,Put on the medallion,70,Guz Khan,95.0,2,time ▼
1310,551,Put on the medallion,71,Morgana Robinson,450.0,2,time ▼
1311,551,Put on the medallion,72,Victoria Coren Mitchell,,2,time ▼
1312,553,Copy Alex,68,Alan Davies,26.0,126,routine criteria ▲
1313,553,Copy Alex,69,Desiree Burch,55.5,126,routine criteria ▲
1314,553,Copy Alex,70,Guz Khan,?,126,routine criteria ▲
1315,553,Copy Alex,71,Morgana Robinson,48.0,126,routine criteria ▲
1316,553,Copy Alex,72,Victoria Coren Mitchell,64.5,126,routine criteria ▲
1317,554,Make a sand bridge across the river,68,Alan Davies,11.0,59,inches ▲
1318,554,Make a sand bridge across the river,69,Desiree Burch,10.0,59,inches ▲
1319,554,Make a sand bridge across the river,70,Guz Khan,9.5,59,inches ▲
1320,554,Make a sand bridge across the river,71,Morgana Robinson,21.0,59,inches ▲
1321,554,Make a sand bridge across the river,72,Victoria Coren Mitchell,9.0,59,inches ▲
1322,556,Convey objects using shadows,68,Alan Davies,1.0,105,round wins ▲
1323,556,Convey objects using shadows,69,Desiree Burch,2.0,105,round wins ▲
1324,556,Convey objects using shadows,70,Guz Khan,2.0,105,round wins ▲
1325,556,Convey objects using shadows,71,Morgana Robinson,2.0,105,round wins ▲
1326,556,Convey objects using shadows,72,Victoria Coren Mitchell,1.0,105,round wins ▲
1327,558,Complete the course as slowly as possible,68,Alan Davies,5.0,36,penalties ▼
1328,558,Complete the course as slowly as possible,68,Alan Davies,2.25,35,time ▲
1329,558,Complete the course as slowly as possible,69,Desiree Burch,5.0,36,penalties ▼
1330,558,Complete the course as slowly as possible,69,Desiree Burch,2.625,35,time ▲
1331,558,Complete the course as slowly as possible,70,Guz Khan,7.0,36,penalties ▼
1332,558,Complete the course as slowly as possible,70,Guz Khan,0.5,35,time ▲
1333,558,Complete the course as slowly as possible,71,Morgana Robinson,9.0,36,penalties ▼
1334,558,Complete the course as slowly as possible,71,Morgana Robinson,0.133,35,time ▲
1335,558,Complete the course as slowly as possible,72,Victoria Coren Mitchell,8.0,36,penalties ▼
1336,558,Complete the course as slowly as possible,72,Victoria Coren Mitchell,0.371,35,time ▲
1337,560,Solve the riddle,68,Alan Davies,2013.0,2,time ▼
1338,560,Solve the riddle,69,Desiree Burch,5580.0,2,time ▼
1339,560,Solve the riddle,70,Guz Khan,5580.0,2,time ▼
1340,560,Solve the riddle,71,Morgana Robinson,5580.0,2,time ▼
1341,560,Solve the riddle,72,Victoria Coren Mitchell,2013.0,2,time ▼
1342,561,Get the most forks in your bucket,68,Alan Davies,6.0,127,bucketed forks ▲
1343,561,Get the most forks in your bucket,69,Desiree Burch,4.0,127,bucketed forks ▲
1344,561,Get the most forks in your bucket,70,Guz Khan,2.0,127,bucketed forks ▲
1345,561,Get the most forks in your bucket,71,Morgana Robinson,11.0,127,bucketed forks ▲
1346,561,Get the most forks in your bucket,72,Victoria Coren Mitchell,7.0,127,bucketed forks ▲
1347,563,Sit on a cake,68,Alan Davies,715.0,2,time ▼
1348,563,Sit on a cake,69,Desiree Burch,165.0,2,time ▼
1349,563,Sit on a cake,70,Guz Khan,447.0,2,time ▼
1350,563,Sit on a cake,71,Morgana Robinson,6300.0,2,time ▼
1351,563,Sit on a cake,72,Victoria Coren Mitchell,25.0,2,time ▼
1352,564,Get the most balls in the net,68,Alan Davies,-128.0,91,points ▲
1353,564,Get the most balls in the net,69,Desiree Burch,-1.0,91,points ▲
1354,564,Get the most balls in the net,70,Guz Khan,-1.0,91,points ▲
1355,564,Get the most balls in the net,71,Morgana Robinson,-1.0,91,points ▲
1356,564,Get the most balls in the net,72,Victoria Coren Mitchell,-128.0,91,points ▲
1357,565,Prevent Alex from scoring a goal,68,Alan Davies,587.0,35,time ▲
1358,565,Prevent Alex from scoring a goal,69,Desiree Burch,?,35,time ▲
1359,565,Prevent Alex from scoring a goal,70,Guz Khan,360.0,35,time ▲
1360,565,Prevent Alex from scoring a goal,71,Morgana Robinson,645.0,35,time ▲
1361,565,Prevent Alex from scoring a goal,72,Victoria Coren Mitchell,?,35,time ▲
1362,566,Pop the most balloons,68,Alan Davies,26.0,101,balloons ▲
1363,566,Pop the most balloons,69,Desiree Burch,4.0,101,balloons ▲
1364,566,Pop the most balloons,70,Guz Khan,26.0,101,balloons ▲
1365,566,Pop the most balloons,71,Morgana Robinson,14.0,101,balloons ▲
1366,566,Pop the most balloons,72,Victoria Coren Mitchell,3.0,101,balloons ▲
1367,568,Land the iron on the ironing board,68,Alan Davies,14.1,4,meters ▲
1368,568,Land the iron on the ironing board,69,Desiree Burch,4.8,4,meters ▲
1369,568,Land the iron on the ironing board,70,Guz Khan,12.4,4,meters ▲
1370,568,Land the iron on the ironing board,71,Morgana Robinson,8.44,4,meters ▲
1371,568,Land the iron on the ironing board,72,Victoria Coren Mitchell,8.6,4,meters ▲
1372,570,Sit on the red chair in the secret tower,68,Alan Davies,337.0,2,time ▼
